safety_margin,safety_margin_percent,model_name,batch_size,input_tokens,dtype,optimizer_name,memory_limit_MB,actual_peak_allocated_MB,predicted_peak_allocated_MB,actual_peak_reserved_MB,predicted_peak_reserved_MB,safe_predicted_reserved_MB,actual_fits,predicted_fits,correct_prediction,dangerous_failure,conservative_failure,outcome
0.0,0.0,distilgpt2,1,64,fp32,adamw,2600,1600.69,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2800,1600.69,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,3072,1600.69,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,4096,1600.69,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,8192,1600.69,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,768,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1024,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1200,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1300,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1400,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1500,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1600,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1700,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1800,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,1900,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,2000,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,2048,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,2200,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,2400,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,2600,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,2800,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,3072,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,4096,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,128,fp32,adamw,8192,1616.71,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,768,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1024,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1200,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1300,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1400,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1500,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1600,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1700,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,True,False,True,False,dangerous_underprediction
0.0,0.0,distilgpt2,1,64,fp32,adamw,1800,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1900,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2000,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2048,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2200,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2400,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2600,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2800,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,3072,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,4096,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,8192,1600.19,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,768,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1024,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1200,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1300,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1400,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1500,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1600,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1700,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,False,False,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1800,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,1900,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,2000,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,2048,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,2200,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,2400,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,2600,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,2800,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,3072,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,4096,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,2,64,fp32,adamw,8192,1616.21,1632.978810546875,1726.0,1763.6171153906248,1763.6171153906248,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,768,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,False,False,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,1024,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,False,False,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,1200,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,False,False,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,1300,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,False,False,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,1400,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,False,False,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,1500,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,False,False,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,1600,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,False,False,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,1700,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,False,False,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,1800,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,False,False,False,True,conservative_overprediction
0.0,0.0,distilgpt2,4,64,fp32,adamw,1900,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,False,False,False,True,conservative_overprediction
0.0,0.0,distilgpt2,4,64,fp32,adamw,2000,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,2048,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,2200,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,2400,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,2600,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,2800,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,3072,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,4096,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,4,64,fp32,adamw,8192,1648.43,1792.964310546875,1768.0,1936.401455390625,1936.401455390625,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,768,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,1024,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,False,True,False,True,False,dangerous_underprediction
0.0,0.0,distilgpt2,1,64,fp32,sgd,1200,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,1300,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,1400,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,1500,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,1600,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,1700,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,1800,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,1900,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,2000,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,2048,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,2200,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,2400,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,2600,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,2800,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,3072,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,4096,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,sgd,8192,956.49,928.042701171875,1030.0,1002.2861172656252,1002.2861172656252,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,768,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1024,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1200,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1300,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1400,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1500,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1600,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,False,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1700,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,False,True,False,True,False,dangerous_underprediction
0.0,0.0,distilgpt2,1,64,fp32,adamw,1800,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,1900,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2000,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2048,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2200,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2400,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2600,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,2800,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,3072,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,4096,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,distilgpt2,1,64,fp32,adamw,8192,1600.94,1552.9860605468748,1738.0,1677.2249453906247,1677.2249453906247,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,768,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,False,False,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,1024,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,False,False,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,1200,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,False,False,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,1300,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,False,True,False,True,False,dangerous_underprediction
0.0,0.0,gpt2,1,32,fp32,sgd,1400,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,1500,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,1600,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,1700,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,1800,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,1900,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,2000,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,2048,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,2200,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,2400,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,2600,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,2800,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,3072,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,4096,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,32,fp32,sgd,8192,1271.56,1196.307083984375,1388.0,1292.0116507031248,1292.0116507031248,True,True,True,False,False,correct
0.0,0.0,gpt2,1,64,fp32,sgd,768,1279.2,1257.068708984375,1422.0,1357.634205703125,1357.634205703125,False,False,True,False,False,correct
0.0,0.0,gpt2,1,64,fp32,sgd,1024,1279.2,1257.068708984375,1422.0,1357.634205703125,1357.634205703125,False,False,True,False,False,correct
